L1_Eligibility ,Decision,Notes,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
1,clear,group into ,T3MVX9YR,journalArticle,2022,"Koengkan, M.; Fuinhas, J.A.",Heterogeneous Effect of “Eco-Friendly” Dwellings on Transaction Prices in Real Estate Market in Portugal,Energies,,,10.3390/en15186784,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138822948&doi=10.3390%2fen15186784&partnerID=40&md5=27c9349c5f514e9d557a0df85f32173d,,2022,18/03/2023 17:44,18/03/2023 17:53,,,,18,15,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure; grey lit,,ATRD5UVR,journalArticle,2021,"Adams, Gary",Higher energy efficiency has only 'modest' influence on house prices.,Mortgage Strategy (Online Edition),,1475651X,,https://search.ebscohost.com/login.aspx?direct=true&db=bsu&AN=152195675&site=ehost-live,"The article discusses that according to research from Nationwide, property with a higher energy rating influences the premium prices of the houses.",31/08/2021,18/03/2023 17:46,18/03/2023 17:46,,01-Jan,,,,,Mortgage Strategy (Online Edition),,,,,,,,,,,Business Source Ultimate,,EBSCOhost,,,,,,Architecture & energy conservation; Energy consumption; Home prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,conference,CH8NVVH6,conferencePaper,2019,"Chen, A.; Marmolejo-Duarte, C.",How different are dwellings whose energy efficiency impacts price formation?,,,,10.1088/1757-899X/603/4/042015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073107089&doi=10.1088%2f1757-899X%2f603%2f4%2f042015&partnerID=40&md5=21e56cb93d84ef2bc2ceca2e4129aa67,,2019,18/03/2023 17:44,18/03/2023 17:53,,,,,603,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOP Conference Series: Materials Science and Engineering,,,,,,,,,,,,,,,
1,not Europe; US,,8RC9YFMR,journalArticle,2023,"Cassidy, A.",How Does Mandatory Energy Efficiency Disclosure Affect Housing Prices?,Journal of the Association of Environmental and Resource Economists,,,10.1086/722262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160040832&doi=10.1086%2f722262&partnerID=40&md5=04f062b9b392e69f79743996fae0c71d,"Since 2012, the United States has witnessed explosive growth in mandatory energy efficiency disclosure policies, which aim to address market failures in housing. I examine one such policy and find increased capitalization of features that buyers are less likely to observe, but no impacts for features that buyers usually observe. A stan-dard deviation increase in less-observable energy efficiency corresponds to a $5,300 increase in house prices. A dollar of annual savings from less observable energy efficiency is associated with a $19 increase in house prices due to the policy. This trans-lates to none-to-full capitalization of less-observable energy efficiency at discount rates upward of 5.6%. My findings suggest that policy makers can reduce administrative burdens by targeting disclosure of less observable energy efficiency features. Further-more, my findings call into question the usefulness of common instruments like the Home Energy Score for disclosure policies, as these mostly provide information on more observable features. © 2023 The Association of Environmental and Resource Economists.",2023,02/05/2024 10:51,02/05/2024 14:38,,655-686,,3,10,,,,,,,,,,,,,Scopus,,,,,,,,capitalization; energy efficiency; Energy: Demand and Supply; Energy: Government Policy Q48; Housing Supply and Markets R31; mandatory information disclosure; observability of housing features; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,WJAJUIIL,journalArticle,2023,"Wilhelmsson, M.","How Does the Presentation of Energy Performance Affect the Price of Houses? A Case Study of Detached Houses in Stockholm, Sweden",Buildings,,,10.3390/buildings13061367,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163723576&doi=10.3390%2fbuildings13061367&partnerID=40&md5=bb1bae3ff14c82ab619aaea1a3dfc7fd,"Our study aims to analyse whether the capitalisation of a property’s energy performance is affected by how it is presented. In place since 2002, there is an EU directive mandating the introduction of an energy performance certificate (EPC) when selling detached houses. This directive was implemented in Sweden in 2009. We analyse how EPC capitalised on housing prices during 2012–2018 for detached houses in Stockholm. This was previously carried out, but our contribution is to analyse both the effect of energy rating or labelling (A–G) and energy consumption (kWh/m²). How energy performance is communicated or displayed to potential buyers conveys that the format, style, and content of energy performance information may influence how buyers perceive its value and impact on the property’s market price. We have information on energy rating, consumption, or both for selected properties. This allows us to test the hypothesis that how energy performance is presented affects pricing. We also tested whether information affects different age cohorts differently. The results indicate that how energy performance is presented and visualised is important and that information about rating and consumption might be considered as a substitute for each other. It is also clear that the capitalisation effect differs depending on the age of the building. © 2023 by the author.",2023,02/05/2024 10:51,02/05/2024 11:00,,,,6,13,,,,,,,,,,,,,Scopus,,,,,,,,capitalisation; energy performance; energy rating; housing prices; labelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,ERDU5K6P,journalArticle,2020,"Mecca, U.; Moglia, G.; Piantanida, P.; Prizzon, F.; Rebaudengo, M.; Vottari, A.",How energy retrofit maintenance affects residential buildings market value?,Sustainability (Switzerland),,,10.3390/su12125213,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088027270&doi=10.3390%2fsu12125213&partnerID=40&md5=19657980cc92b74fb0eafea3d9bfdbbb,,2020,18/03/2023 17:44,18/03/2023 17:53,,,,12,12,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,EVTJJ4XE,journalArticle,2022,"Evangelista, R.; Silva, J.A.E.; Ramalho, E.A.",How heterogeneous is the impact of energy efficiency on dwelling prices? Evidence from the application of the unconditional quantile hedonic model to the Portuguese residential market,Energy Economics,,,10.1016/j.eneco.2022.105955,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128210911&doi=10.1016%2fj.eneco.2022.105955&partnerID=40&md5=3d1da8ec31073bce1f240f14c3a3856e,,2022,18/03/2023 17:44,18/03/2023 17:53,,,,,109,,,,,,,,,,,,,Scopus,,,,,,,,Back orders; Conditional quantile regression; Discount prices; Energy consumption; Energy efficiency; Hedonic price models; Home prices; Portugal; Quantile regression; Real property sales & prices; Residential property market; Residential real estate; Stock-keeping unit; Unconditional quantile regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,S3ZRGHDK,journalArticle,2023,"Galvin, R.",How prebound effects compromise the market premium for energy efficiency in German house sales,Building Research and Information,,,10.1080/09613218.2023.2176284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148523923&doi=10.1080%2f09613218.2023.2176284&partnerID=40&md5=1afaf74df92a6c95a61e4adaaf6d33ab,"Recent studies indicate that houses with higher energy efficiency usually have higher market prices, a ‘market premium for energy efficiency’. But in Germany the usefulness of this premium is confounded by the ‘prebound effect’: the gap between officially certificated energy ratings and actual energy consumption. Attempts have been made to close this gap from two complementary directions: downwards, by obtaining more accurate and less pessimistic technical estimates of idealised energy performance; and upwards, by estimating how much energy occupants realistically need for health and comfort. This study investigates prebound effects alongside an analysis of house prices in Germany, using a large database of house sale advertisements from 2007 to 2021, focusing on pre-1980 homes that were re-sold in 2019–2021. It uses ordinary least-squared multivariate regression to estimate market premiums for energy efficiency and sets these alongside estimates of prebound (and rebound) effects. It finds that prebound effects can lead purchasers to overestimate future energy savings and therefore pay more for properties than their actual worth. It also offers simple models to help purchasers interpret energy ratings more critically and estimate likely energy savings more realistically. Finally, it suggests how policymakers could modify energy ratings to reflect likely energy consumption more accurately. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2023,02/05/2024 10:51,02/05/2024 14:38,,501-517,,5,51,,,,,,,,,,,,,Scopus,,,,,,,,Commerce; Costs; Energy  savings; Energy consumption; Energy efficiency; Energy industries; Energy rating; Energy utilization; Energy-consumption; energy-efficiency renovation; Energy-efficiency renovation; Energy-savings; German real estate market; Germany; Home prices; Home sales; Houses; Market premium for energy efficiency; market premiums for energy efficiency; Prebound effect; Real estate market; Real estate sales; rebound effect; Rebound-effect; Regression analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not Europe: US,,FL2QE2YD,journalArticle,2023,"Jiao, J.; Wu, X.; Chen, Y.; Farahi, A.",How the single-family residence housing market capitalizes green property upgraded features: evidence from city of Austin,International Journal of Housing Markets and Analysis,,,10.1108/IJHMA-07-2023-0095,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174839889&doi=10.1108%2fIJHMA-07-2023-0095&partnerID=40&md5=27b26a258f329249b66d7e00f9e83402,"Purpose: By comparing regression models, this study aims to analyze the added home value of green sustainability features and green efficiency characteristics, rather than green certifications, in the city of Austin. Design/methodology/approach: The adoption of home green energy efficiency upgrades has emerged as a new trend in the real estate industry, offering several benefits to builders and home buyers. These include tax reductions, health improvements and energy savings. Previous studies have shown that energy-certified single-family homes command a premium in the marketplace. However, the literature is limited in its analysis of the effects of green upgrades and certification on different types of single-family homes. To address this gap, this research collected data from 21,292 multiple listing services (MLS) closed home-selling listings in Austin, Texas, over a period of 35 months. Findings: The analysis results showed that green efficiency features could generally increase single-family housing prices by 11.9%, whereas green sustainability upgrades can potentially bring a 11.7% higher selling price. Although green housing certification did not have significant effects on most housing groups, it did increase closing prices by 13.2% for single-family residences sold at the medium price range, which is higher than the impacts from simply listing the green features on MLS. Originality/value: The study contributes to the body of knowledge by examining the market value of broadly defined energy efficiency and sustainability features in the residential housing market. The findings can help policymakers, brokerage firms, home builders and owners adjust their policies and strategies related to single-family home sales and mortgage approvals. The research also highlights the potential benefits of capitalizing on green housing features other than certifications. © 2023, Emerald Publishing Limited.",2023,02/05/2024 10:51,02/05/2024 11:00,,,,,,,,,,,,,,,,,,Scopus,,,,,,,,Housing markets; Residential property; Sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,might be HK,J9LEPZP5,journalArticle,2013,"Qian, Q.K.; Chan, E.H.W.; Choy, L.H.T.",How transaction costs affect real estate developers entering into the building energy efficiency (BEE) market?,Habitat International,,,10.1016/j.habitatint.2011.12.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867143704&doi=10.1016%2fj.habitatint.2011.12.005&partnerID=40&md5=b84aa91ac2c9bd68a8e494264d8ec9be,,2013,18/03/2023 17:44,18/03/2023 17:53,,138-147,,,37,,,,,,,,,,,,,Scopus,,,,,,,,Building energy efficiency (BEE); Carbon dioxide mitigation; Electric power; Energy consumption of buildings; Game theory; Hazards; Information asymmetry; Investments; Low carbon; Opportunism (Political science); Real estate developers; Transaction cost economics; Transaction cost theory of the firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,,IGF9NZMK,journalArticle,2023,"Kim, D.H.; Irakoze, A.",Identifying Market Segment for the Assessment of a Price Premium for Green Certified Housing: A Cluster Analysis Approach,Sustainability (Switzerland),,,10.3390/su15010507,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145550133&doi=10.3390%2fsu15010507&partnerID=40&md5=8223bd74989147471bc24934441eb411,,2023,18/03/2023 17:44,18/03/2023 17:53,,,,1,15,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,conference; price,PAEU9KB7,conferencePaper,2017,"Pascuas, R.P.; Paoletti, G.; Lollini, R.",Impact and reliability of EPCs in the real estate market,,,,10.1016/j.egypro.2017.11.127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040309886&doi=10.1016%2fj.egypro.2017.11.127&partnerID=40&md5=627f072e7e006c9d25a903f01bbe9ccf,,2017,18/03/2023 17:44,18/03/2023 17:53,,102-114,,,140,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Procedia,,,,,,,,,,,,,,,
1,not Europe: US,,TUNUTEP3,journalArticle,2024,"Conrad, S.A.; Sussman, R.; Kormos, C.; Park, C.; Cooper, E.",Impact of energy efficiency information on homebuying searches: evidence from a visual choice experiment in the USA,Energy Efficiency,,,10.1007/s12053-024-10187-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182849089&doi=10.1007%2fs12053-024-10187-z&partnerID=40&md5=92189eda541ade9e620a3be0ffb434e7,"A lack of specificity exists on whether likely homebuyers utilize home energy efficiency information in future home searches. This study addresses this gap using a visual choice experiment to sample 1538 intended homebuyers in the USA, and the preference for home attributes through a simplified real estate website. Each home presented on the website featured six attributes: price, number of bedrooms, number of bathrooms, square footage, number of days on the market, energy efficiency, and a photo — each relative to participants’ initial specification of location, preferred price, number of bedrooms, and number of bathrooms. The respondents were assigned to one of six experimental conditions where energy information was provided as (i) estimated annual energy costs, (ii) home energy score (number only), (iii) home energy score along a continuum, (iv) estimated annual energy costs and energy score along a continuum, (v) home energy scores provided for only above average homes, and (vi) no energy information provided (control). We find that homebuyers are more likely to select energy efficient homes when presented with any form of energy efficiency information, with conditions that include home energy scores providing the greatest increase in energy efficiency. Furthermore, this preference for energy efficiency information persists even under less-than-ideal home searches. The preference for energy efficient homes is influenced by type of home and region with detached homebuyers and homebuyers in the Midwest US Census region more likely to select homes featuring higher energy efficiency scores. Finally, we find that rural homebuyers are more likely to prefer energy efficient homes over urban homebuyers. © 2024, The Author(s), under exclusive licence to Springer Nature B.V.",2024,02/05/2024 10:51,02/05/2024 11:00,,,,1,17,,,,,,,,,,,,,Scopus,,,,,,,,Annual energy costs; Choice experiments; Commerce; Cost benefit analysis; Cost estimating; discrete choice analysis; Discrete choice experiment; Discrete choice experiments; Energy; energy efficiency; Energy efficiency; Energy efficient homes; Energy information; experiment; Home energy efficiency; Homebuyer preference; Homebuyer preferences; homeownership; Housing; housing market; Housing market policy; Housing markets; Midwest; United States; Websites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,J5AX9PIH,journalArticle,2017,"Taltavull, P.; Anghel, I.; Ciora, C.",Impact of energy performance on transaction prices: Evidence from the apartment market in Bucharest,Journal of European Real Estate Research,,,10.1108/JERER-12-2016-0046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019883854&doi=10.1108%2fJERER-12-2016-0046&partnerID=40&md5=1b0fbcdb1a9fa24192c8b5ece0c3917b,,2017,18/03/2023 17:44,18/03/2023 17:53,,57-72,,1,10,,,,,,,,,,,,,Scopus,,,,,,,,Energy: Demand and Supply; Housing Supply and Markets R31; Prices Q41; Size and Spatial Distributions of Regional Economic Activity R12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,,9Y3NWRVX,journalArticle,2016,"Isaakovich, Bogomolny Evgeniy; Budakov, Alexey S.",IMPROVEMENT OF THE EFFECTIVENESS OF RESIDENTIAL REAL ESTATE MANAGEMENT USING ENERGY-EFFICIENT TECHNOLOGIES.,Proceedings of the International May Conference on Strategic Management,,,,https://search.ebscohost.com/login.aspx?direct=true&db=bsu&AN=117647669&site=ehost-live,"The annual increase in the cost of rates for energy resources contributes to the development of commercial relations for the implementation of energy efficient technologies. At the same time, organizational complexities of an integrated approach to improvethe energy efficiency of buildings become major problems of the industry. Activities related to energy conservation and energy efficiency improvements promote to increase a satisfactionon behalf of citizens with housing-and-utilities services, which, in turn, is one of the quality indicators of the socioeconomic aspects of the industry. [ABSTRACT FROM AUTHOR]",2016-05,18/03/2023 17:46,18/03/2023 17:46,,99-105,,,,,Proceedings of the International May Conference on Strategic Management,,,,,,,,,,,Business Source Ultimate,,EBSCOhost,,"Publisher: University of Belgrade, Technical Faculty in Bor",,,,Economic impact; energy conservation; Energy consumption; energy efficiency; Real estate management; Residential real estate; small forms of energy efficiency; Socioeconomic factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,price effect?,DPRMKTYY,journalArticle,2018,"Cornago, Elisabetta; Dressler, Luisa",Incentives to (not) Disclose Energy Performance Information in the Housing Market,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1746033&site=ehost-live,"Disclosure of energy performance certificates (EPCs) is often incomplete, which hampers their effectiveness in relieving information asymmetries between landlords and tenants in the housing market. Even when a certificate is available, landlords do not always disclose it. This contradicts the unraveling result, according to which all landlords should disclose quality information unless it is costly to do so. We leverage a cross-sectional dataset of residential rental advertisements from the Belgian region of Brussels to empirically evaluate incentives to disclose an EPC. We find that two fundamental assumptions for the unraveling result are not confirmed in our setting: tenants value energy performance of rental property only when dwellings are of very high quality and do not appear to rationally adjust their expectations when faced with dwellings that withhold their EPC. The paper formulates specific policy advice for reforming EPC mechanisms to increase disclosure rates.",2018,18/03/2023 17:46,18/03/2023 17:46,,49 p.,,,,,,,,,,,,,,,,EconLit,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,"Publisher: ULB--Universite Libre de Bruxelles, Working Papers ECARES: 2018-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,42XSZU6D,journalArticle,2023,"Sieger, L.; Weber, C.",Inefficient markets for energy efficiency? – The efficiency premium puzzle in the German rental housing market,Energy Policy,,,10.1016/j.enpol.2023.113819,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172909795&doi=10.1016%2fj.enpol.2023.113819&partnerID=40&md5=adca137e56de840e92456aa4667e9904,"On the market where prospective renters meet dwelling offers, competitive forces and rational behavior on both sides would imply that the monthly basic rent should reflect differences in expected monthly heating costs – other things being equal. We test this hypothesis by specifying a hedonic price model reflecting a total-cost-of-renting perspective. Drawing on 844,229 apartment listings for rent from 2014 to 2020 on a small spatial scale, we find a premium for more energy-efficient apartments; however, it is rather small. If the energy performance score decreases by 10 kWh/m2a, the monthly basic rent increases, on average, by roughly €0.01 per square meter living area. The expected energy cost savings thereby exceed the premium by a factor of three to seven. Rather, we find discounts of up to 9.2 % if apartments use heating technologies that are known to be inefficient. We explore various explanations for these outcomes, considering both landlord and renter behavior. © 2023 The Author(s)",2023,02/05/2024 10:51,02/05/2024 14:38,,,,,183,,,,,,,,,,,,,Scopus,,,,,,,,Apartment houses; Apartment leasing & renting; Apartments; building; Commerce; Competitive forces; Energy consumption; energy efficiency; Energy efficiency; Energy industries; energy market; Force behavior; Germany; heating; Heating technology; Hedonic analysis; housing market; Housing market; Housing markets; Prospectives; Rational behaviours; Rental housing; Rental market; rental sector; Residential building; Residential buildings; residential energy; Valuation gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,4XN7PM96,journalArticle,2024,"Sieger, L.",Investigating inefficiencies in the German rental housing market: The impact of disclosing total costs on energy efficiency appreciation,Energy and Buildings,,,10.1016/j.enbuild.2024.114183,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190897583&doi=10.1016%2fj.enbuild.2024.114183&partnerID=40&md5=cd8a48e41a81a2db2c9cf8a1234b07fa,"Energy efficiency and renewable energy are key pillars of the energy transition that is high on the political agenda of governments in face of the climate crisis. Germany, however, is underperforming in its emissions reduction goals. There is still room for improvement, especially in the building sector – but this is often associated with high upfront investments. There is evidence that the market for energy efficiency in the German rental housing market is inefficient, resulting in underinvestment. To investigate these inefficiencies, this study estimates a hedonic pricing model combined with a total-cost-of-use perspective based on the observation of warm rents for a sample of 3,903,473 rental offers from 2014 to 2021. In a “perfect world”, the effect of the energy performance score given in energy performance certificates as an indicator of energy consumption or demand, respectively, is expected to be zero, as corresponding costs are already included in the warm rent. If the coefficient is significantly different from zero, it can be interpreted as measure for inefficiencies. The study further investigates whether disclosing heating costs in real estate advertisements could lead to a better appreciation of energy efficiency in the rental market and thus contribute to closing the information gap. Results show that the market for energy efficiency is indeed inefficient; however, the disclosure of full information can help to overcome these inefficiencies. These results lead to several important policy implications. © 2024 The Author(s)",2024,02/05/2024 10:51,02/05/2024 11:01,,,,,312,,,,,,,,,,,,,Scopus,,,,,,,,Buildings sector; Commerce; Cost benefit analysis; Emission control; Emission reduction; Energy efficiency; Energy performance; Energy transitions; Energy utilization; Hedonic pricing; Housing markets; Information asymmetry; Investments; Political agenda; Public policy; Renewable energies; Rental housing market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,8RTL2PSW,journalArticle,2021,"Copiello, S.; Donati, E.",Is investing in energy efficiency worth it? Evidence for substantial price premiums but limited profitability in the housing sector,Energy and Buildings,,,10.1016/j.enbuild.2021.111371,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114087971&doi=10.1016%2fj.enbuild.2021.111371&partnerID=40&md5=32a6252439b09a47a8af7eb58a8b7cd3,,2021,18/03/2023 17:44,18/03/2023 17:54,,,,,251,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,SANKSVIB,journalArticle,2020,"Fuerst, F.; Haddad, M.F.C.; Adan, H.",Is there an economic case for energy-efficient dwellings in the UK private rental market?,Journal of Cleaner Production,,,10.1016/j.jclepro.2019.118642,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075904105&doi=10.1016%2fj.jclepro.2019.118642&partnerID=40&md5=404bce655183e8cc638b91d8da71dfde,,2020,18/03/2023 17:44,18/03/2023 17:55,,,,,245,,,,,,,,,,,,,Scopus,,,,,,,,Discount prices; Dwellings; Employee reviews; Energy consumption; Energy efficiency; Green property; Hedonic model; Home prices; Housing market; Private rental market; Ratings of hospitals; Split incentives; Sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure; might be wider literature,threshold effect of epc on property prices,XM38X6DB,journalArticle,2020,"Sejas-Portillo, Rodolfo; Comerford, David; Moro, Mirko; Stowasser, Till",Limited Attention in the Housing Market: Threshold Effects of Energy-Performance Certificates on Property Prices and Energy-Efficiency Investments,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1877207&site=ehost-live,"We study the effects of limited attention on property prices and energy efficiency (EE) investments in the housing market. Using a novel dataset, we analyse over 5 million residential property sale transactions in England and Wales, each containing information about sale price, property and location characteristics, and a mandatory energy performance certificate (EPC). The EPC includes a continuous energy cost rating (SAP rating) which is mapped into seven colour-coded rating bands (ranging from green A to red G). Applying a Regression Discontinuity Design (RDD), we document significant price discontinuities at the rating band thresholds. We estimate that--holding the underlying SAP score equal--being in a higher rating band increases the final sale price of a property between 0.8% and 2.5% ($2,000 and $6,625 based on average sale prices) depending on the threshold crossed. The presence of price discontinuities suggests that individuals are attentive to the simpler colour-coded rating band and partially inattentive to the more precise SAP rating. We present a simple model for estimating the degree of inattention and show that, for a given level of attention, rating bands reduce attention to the SAP rating by 25% on average. Importantly, the detected price discontinuities appear to influence market behaviour: Sellers whose property receives an EPC rating just below a threshold to the next-higher rating band are between 0.4% and 11% more likely to make last-minute EE investments before placing their property on the market. We discuss a number of recommendations of how to best leverage these threshold effects to improve policy design, which can be extended to other settings where the provision of simplified information creates reference thresholds.",2020,18/03/2023 17:46,18/03/2023 17:46,,,,,,,,,,,,,,,,,,EconLit,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,"Publisher: CESifo, CESifo Working Paper Series: 8669",,,,"Belief; Communication; Consumer Economics: Empirical Analysis D12; Energy: Government Policy Q48; Housing Supply and Markets R31; Information and Knowledge; Information and Product Quality; Learning; Search; Standardization and Compatibility L15; Unawareness D83; Urban, Rural, Regional, Real Estate, and Transportation Economics: Housing Demand R21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,conference but useful methodology,FPS853CC,conferencePaper,2019,"Moretti, N.; Tagliabue, L.C.; Dejaco, M.C.; Cecconi, F.R.E.",Location-based data driven model for real estate market value analysis based on energy performance certification,,,,10.1088/1742-6596/1343/1/012052,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076257401&doi=10.1088%2f1742-6596%2f1343%2f1%2f012052&partnerID=40&md5=fe96a7572179666eee794bad871d9bc7,,2019,18/03/2023 17:44,18/03/2023 17:55,,,,,1343,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of Physics: Conference Series,,,,,,,,,,,,,,,
1,not sure,marginal cost of retrofit,FFA5UIKF,journalArticle,2006,"Martin, Jakob",Marginal costs and co-benefits of energy efficiency investments: The case of the Swiss residential sector,Energy Policy,,3014215,,http://ezproxy.lib.gla.ac.uk/login?url=https://www.proquest.com/docview/205320308?accountid=14540&bdid=29235&_bd=O1l%2BDwdBzUd3E%2FnR1ktGn%2B6NaIY%3D,"Key elements of present investment decision-making regarding energy efficiency of new buildings and the refurbishment of existing buildings are the marginal costs of energy efficiency measures and incomplete knowledge of investors and architects about pricing, co-benefits and new technologies. This paper reports on a recently completed empirical study for the Swiss residential sector. It empirically quantifies the marginal costs of energy efficiency investments (i.e. additional insulation, improved window systems, ventilation and heating systems and architectural concepts). For the private sector, first results on the economic valuation of co-benefits such as improved comfort of living, improved indoor air quality, better protection against external noise, etc. may amount to the same order of magnitude as the energy-related benefits are given. The costbenefit analysis includes newly developed technologies that show large variations in prices due to pioneer market pricing, add-on of learning costs and risk components of the installers. Based on new empirical data on the present cost-situation and past techno-economic progress, the potential of future cost reduction was estimated applying the experience curve concept. The paper shows, for the first time, co-benefits and cost dynamics of energy efficiency investments, of which decision makers in the real estate sector, politics and administrations are scarcely aware. [PUBLICATION ABSTRACT]",2006-01,18/03/2023 17:45,18/03/2023 17:45,,172,,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,conference,YFFL3T9R,book,2021,"Del Giudice, V.; Massimo, D.E.; Salvo, F.; De Paola, P.; De Ruggiero, M.; Musolino, M.",Market price premium for green buildings: A review of empirical evidence. case study,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091286382&doi=10.1007%2f978-3-030-48279-4_115&partnerID=40&md5=86f3b64947143db172d16eef9c58013c,,2021,18/03/2023 17:44,18/03/2023 17:44,,,1237,,178 SIST,,,,"Smart Innovation, Systems and Technologies",,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
