Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
M2RI3AVP,journalArticle,2018,"Chalhoub, MS",Cultural heritage in sustainable development Stone houses as environmental assets in the East Mediterranean,JOURNAL OF CULTURAL HERITAGE MANAGEMENT AND SUSTAINABLE DEVELOPMENT,,2044-1266,10.1108/JCHMSD-06-2017-0040,,"Purpose - Preservation of historic structures meets ecological criteria of sustainable development. In Mount Lebanon, the traditional house is a cultural asset built of native stone one-meter thick double-wythe walls. Today, lack of public policies is causing those environmental assets to approach extinction. The paper aims to discuss this issue. Design/methodology/approach - The methodology uses multivariate regression on 128 data points. A mathematical model is developed and empirically tested on public attitudes toward restoration. Independent variables represent the need for protectionist policies, X1; contribution of restoration to environmental sustainability, X2; contribution to culture, X3; and financial benefits, X4. Findings - It is found that stone houses transfer heat significantly slower thanmodern construction. There is a statistically significant and positive correlation with X1, X2, and X3, but negative with X4, most likely due to favoring return on investment of multistory buildings over the attractiveness of stone houses. Research limitations/implications - As future research implications, the undergirding of urban planning policies need to be revisited. Current policies neither protect heritage, nor offer legal means to restore heritage houses. Practical implications - Practical implications include revisions to building laws in Mount Lebanon, as they marginalize old stone structures. Environmental valuation techniques, use value and existence value, are recommended. Social implications - Social awareness needs to be built about valuation techniques to account for complex assets that cannot be approximated through short-term real estate market price. Social rather than financial cost-benefit analysis must be performed to quantify environmental assets. Originality/value - This research illustrates a pilot restoration project with critical issues faced by heritage stone houses. These assets are underrepresented in building laws which warrants social and environmental activism.",2018,18/03/2023 17:45,18/03/2023 17:45,,30-46,,1,8,,,,,,,,,,,,,,WOS:000423333000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5J8AKMP,conferencePaper,2018,"Evans, JA; Foster, HJ; Gemmell, AJ; Chinese Assoc Refrigerat",EVALUATION OF SUITABILITY OF RECYCLED DOMESTIC APPLIANCES FOR RE-USE,,0151-1637,,10.18462/iir.iccc.2018.0051,,"Reasons for disposal of domestic refrigerators and whether some of the appliances could potentially be re-used was studied. Based on visual inspection, a simple operational test and an electrical inspection, 28% of appliances were considered suitable for re-use. Potentially, these appliances could be provided cheaply or without cost to low income households. It might be unethical to provide low income households with appliances that had high energy use or performance issues, therefore the appliances were tested to compare the temperature and energy performance with their original stated performance. In addition the appliances were compared to current energy efficient appliances. For appliances where manufacturers data was available it was found that 18 (out of 22) appliances used more energy when tested than provided on the energy label, 1 appliance used almost identical energy and 3 appliances used less energy. Compared to current appliances only 5 appliances were better than or equal to an 'A' rated appliance.",2018,18/03/2023 17:45,18/03/2023 17:45,,393-401,,,,,,,,,,,,,,,,,WOS:000535355400048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5TH IIR INTERNATIONAL CONFERENCE ON SUSTAINABILITY AND THE COLD CHAIN,,,,,,,,,,,,,,,
HJ9BCVMM,journalArticle,2018,"Gluch, P; Gustafsson, M; Baumann, H; Lindahl, G",FROM TOOL-MAKING TO TOOL-USING - AND BACK: RATIONALES FOR ADOPTION AND USE OF LCC,INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,,1648-715X,10.3846/ijspm.2018.1544,,"Real estate- and property owners' rationales behind the adoption of Life Cycle Costing (LCC) respectively how LCC is actually used in renovation projects, is investigated through empirical data from a questionnaire survey sent to managers in Swedish real estate organisations. The study shows a positive attitude towards LCC. It is perceived to as a flexible and multi-functional tool with a familiar monetary format. Nevertheless, the study also reveals simplistic and undeveloped views of how to use LCC. While much research has focused on developing sophisticated LCC tools, the findings indicate that practitioners' interest in these refinements seems limited. The importance of understanding that LCC is used in a context of multiple and partly competing institutional logics of renovation is emphasised. The paper contributes to a more informed research in development of LCC tools as well as better informed LCC use among real estate and property owners.",2018,18/03/2023 17:45,18/03/2023 17:45,,179-190,,3,22,,,,,,,,,,,,,,WOS:000442127400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4LZIF8JC,book,2018,"Hurst, N; Wilkinson, S","Sustainability and housing value in Victoria, Australia",,978-1-315-62275-0,,,,,2018,18/03/2023 17:45,18/03/2023 17:45,,,201,,,,,,ROUTLEDGE HANDBOOK OF SUSTAINABLE REAL ESTATE,,,,,,,,,,WOS:000458444300014,,,Pages: 225 DOI: 10.1201/9781315622750,,,,,,"Wilkinson, S; Dixon, T; Miller, N; Sayce, S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VQHLR34V,conferencePaper,2018,"Lepadatu, D; Pop, MT","Solar House Situated in Oradea, Apateului Street",,978-88-87729-49-8,,,,"The solar house (Ecohomes concept) is considered to have the greatest energy efficiency. Future energy savings will certainly compensate for the initial investment. This type of dwelling also has the least impact on the environment. This paper presents a house that uses Trombe walls, situated in Oradea, Apateului Street and is the property of Sorin Dragan. The dwelling is in the study and planning phase. More precisely, the house uses solar energy for heating and cooling. The building itself, made of materials which absorb and store heat from the environment, will function as a huge heat- generator. All of these principles may be applied regardless of the house's design. The major assets of such a house are low maintenance costs, the negligible effects on the environment and its autonomy from conventional energy providers.",2018,18/03/2023 17:45,18/03/2023 17:45,,309-312,,,,,,,,,,,,,,,,,WOS:000491484600053,,,,,,,,,"Nistor, S; Popoviciu, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MODERN TECHNOLOGIES FOR THE 3RD MILLENNIUM,,,,,,,,,,,,,,,
FEGEQ7T4,bookSection,2018,"Marin, V; Chelcea, L","The Many (Still) Functional Housing Estates of Bucharest, Romania: A Viable Housing Provider in Europe's Densest Capital City","HOUSING ESTATES IN EUROPE: POVERTY, ETHNIC SEGREGATION AND POLICY CHALLENGES",2365-757X,,,,"Housing estates built during the post-World War II decades in many countries have followed diverging trajectories. These include maintenance and repair, demolition, 'doing nothing,' and demolition with mixed-usage replacements. Drawing on empirical and historical material from Bucharest, Romania, a city in which 80% of the housing stock consists of socialist era housing estates, we argue that such housing continues to be viable and is even enjoying a minor renaissance, mainly through the financial efforts of residents and, occasionally, through the allocation of a certain amount of public funds. The empirical analysis illustrates that it is neither the mass character of such housing, nor its high-rise nature that creates the problems and negative image often associated with housing estates elsewhere in the world. Rather, we outline seven challenges faced by such estates: ageing of their structure and resident population, networked connectivity, energy efficiency, densification, urban planning that favours real estate agents, neglect of housing policies and housing rights, and condominium governance. The housing estates and their problems are so much a part of everyday normality in Bucharest that the local administration tends to take them for granted and has not placed them on the public agenda despite the inevitability of their structural decay at some time in the future. More than anything else, the state and the owners need to gather data in order to preempt future emergencies or continuing physical decay of this valuable housing stock.",2018,18/03/2023 17:45,18/03/2023 17:45,,167-190,,,,,,,,,,,,,,,,,WOS:000457312600009,,,DOI: 10.1007/978-3-319-92813-5_8,,,,,,"Hess, DB; Tammaru, T; VanHam, M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UUW2XVGL,journalArticle,2018,"Medvedeva, ON",COMPARATIVE EVALUATION OF THE ENERGY AND ECONOMIC EFFICIENCY THE GAS SUPPLY SYSTEMS OF SMALL TOWNS,RUSSIAN JOURNAL OF BUILDING CONSTRUCTION AND ARCHITECTURE,,2542-0526,,,"Statement of the problem. An important reserve for decreasing the consumption of materials of gas pipelines is to increase the operating pressure in the gas distribution system. The introduction of the practice of design of the gas supply system with household stabilizers of pressure requires developments of scientific methods of calculation and design. Results. The annual saving of fuel gas due to the pressure stabilization according to experimental research of the authors is 2-3 %. Installation of house regulators gas pressure also ensures saving of fuel gas. In the presence of stabilizers, gas plants operate at a gas pressure close to nominal, i. e. at maximum efficiency. Conclusions. The results of the study allow us to conclude about the effectiveness of the use of networks of medium pressure gas with the subsequent reduction to the desired values brownies pressure controllers or regulators-stabilizers. Installation of household stabilizers gas pressure also provides fuel savings. In the presence of stabilizers gas-installations can operate at a pressure of the gas is close to par, i. e. with maximum efficiency. The research results lead to the conclusion about the effectiveness of the use gas network of medium pressure, followed by pressure reduction up to the required values of household pressure regulators or regulators-stabilizers.",2018,18/03/2023 17:45,18/03/2023 17:45,,29-41,,1,,,,,,,,,,,,,,,WOS:000431343800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKC22J3M,bookSection,2018,"Modarressi, M; Sarbazi-Azad, H",Topology Specialization for Networks-on-Chip in the Dark Silicon Era,DARK SILICON AND FUTURE ON-CHIP SYSTEMS,0065-2458,,,,"Following Moore's law, the number of transistors on chip has grown exponentially for decades. This growing transistor count, coupled with recent architecture and compiler advances, has resulted in an unprecedented exponential performance increase of computers. With the end of Dennard scaling, however, the power required to operate all transistors at the full performance level simultaneously grows across the technology generations. Consequently, chips will keep an increasing fraction of transistors power gated or dark to remain within the power envelope. The power-gated part of the chip, known as dark silicon, is expected to comprise a significant portion of the die real estate in new technology generations. In addition to power limitations, the limited and nonscalable off-chip bandwidth is the second source of dark silicon. The key challenge to improving performance in the dark silicon era, consequently, is how to efficiently leverage transistors when they cannot all be powered at the same time. Core specialization shows promise in addressing this challenge by improving the performance and energy efficiency of applications. This method leverages the dark silicon to build many diverse power-efficient accelerators and each application only activates a subset of cores that best match its processing requirements. In this chapter, we propose a network-on-chip specialization method that leverages dark routers of a partially active many-core chip to customize the topology for active cores, effectively reducing the power consumption and latency of communication.",2018,18/03/2023 17:45,18/03/2023 17:45,,217-258,,,110,,,,,,,,,,,,,,WOS:000453682700007,,,DOI: 10.1016/bs.adcom.2018.03.009,,,,,,"Hurson, AR; SarbaziAzad, H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGZBKQ75,conferencePaper,2018,"Sierra, AM; Torres, W","Recycled Materials Impact on Thermal Comfort of Low-Cost Housing in Latin America. Case Study: Bogota D.C, Colombia",,978-962-8272-36-5,,,,"Construction of low-cost housing in Colombia is one of the greatest social challenges of the country. Due to Bogota's climate conditions at 8500 ft. of altitude and non-adapted materials to local conditions, the temperature of these state-subsidized dwellings is usually below optimum comfort standards. This research analyses the impact on temperatures using certain types of materials, comparing the effect of some traditional building skins-composed by brick and concrete - with a new wall envelope made of recycled elements. A comparative study was carried out by housing typologies, based on a work of measurement of the temperatures inside 16 individual dwellings. Thermal simulations were made to compare the traditional brick envelope material vs a compacted plastic brick, and the results suggest that the construction of dwellings with traditional materials such as brick blocks and prefabricated concrete blocks may not provide the best conditions of thermal comfort. However, alternative materials made of recycled plastic can represent a cheaper, ecological and comfortable solution. Findings could be of interest for construction stakeholders for low-cost housing programs in resilient cities, within the framework of a new plastics economy.",2018,18/03/2023 17:45,18/03/2023 17:45,,482-487,,,,,,,,,,,,,,,,,WOS:000609754400080,,,,,,,,,"Ng, E; Fong, S; Ren, C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SMART AND HEALTHY WITHIN THE TWO-DEGREE LIMIT (PLEA 2018), VOL 1",,,,,,,,,,,,,,,
3VMEJ9R8,journalArticle,2018,"Warren-Myers, G; Judge, M; Paladino, A",Sustainability ratings in residential development: a worthwhile endeavour?,INTERNATIONAL JOURNAL OF BUILDING PATHOLOGY AND ADAPTATION,,2398-4708,10.1108/IJBPA-02-2018-0024,,"Purpose Rating tools for the built environment were designed to engage consumers and enhance sustainability and resilience. However, the intended outcomes of these rating systems appear to have limited implementation in the residential new housing market in Australia. The purpose of this paper is to investigate consumers' motivations and experiences who have purchased houses that are situated in a sustainability-based certified development and will have been required to comply with mandatory dwelling certification. Design/methodology/approach The paper explores the awareness and perception of sustainability ratings and whether the motivations for purchasing in the sustainably certified development have heightened their awareness of sustainability and the resilience of new housing. This has been investigated through a pilot study of consumers who have purchased land in a certified estate and built a new home, through an online survey. Findings The findings reveal that the rating systems are at present not having the desired influence as first thought; that is, to inform consumers of the sustainability of a dwelling or property and to instigate trust of the environmental credentials of the property. Research limitations/implications This illuminating case study of participants who have purchased a sustainable rated development demonstrates that regardless of their concern for environmental issues, consumers have both low awareness and trust in the ratings. Despite this, consumers do seek value from these credentials to the overall property. Originality/value This study aims to illustrate the disconnect in engagement between developers, builders and new home buyers in relation to sustainability certification and implementation.",2018,18/03/2023 17:45,18/03/2023 17:45,,353-372,,4,36,,,,,,,,,,,,,,WOS:000444237400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TASK82W2,journalArticle,2017,"Zheng, SQ; Kahn, ME",A New Era of Pollution Progress in Urban China?,JOURNAL OF ECONOMIC PERSPECTIVES,,0895-3309,10.1257/jep.31.1.71,,"Over the last 30 years, China's economy has boomed. This trend has lifted hundreds of millions of Chinese out of poverty but it has also sharply increased local, regional, and global pollution levels. We look at the rise in air pollution over recent decades, and the perhaps surprising finding that in many of China's urban areas, levels of particulates (of less than 10 microns) have been decreasing during the last 10 to 15 years. We then turn to the costs and tradeoffs of air pollution, including costs to human health, reductions in worker productivity, and how people are seeking to reduce their exposure to pollution as shown by compensating differentials in real estate prices and purchases of masks and air filters. We discuss how rising incomes tend to raise the demand for environmental amenities and thus increase political pressure for environmental protection, and then we turn to the policy tools that China has used to reduce pollution. We conclude by arguing that as China's government is preparing for an additional 300 million people to move to urban areas over the next 30 years, it will have a number of opportunities for China to reduce pollution through a shift from manufacturing to services, along with various steps to improve energy efficiency and resource conservation. Overall, it seems that China is on track to improve its environmental performance in the years ahead.",2017,18/03/2023 17:45,18/03/2023 17:46,,71-92,,1,31,,,,,,,,,,,,,,WOS:000393699100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QNTE4YJU,journalArticle,2017,"Szumilo, N; Fuerst, F",Income risk in energy efficient office buildings,SUSTAINABLE CITIES AND SOCIETY,,2210-6707,10.1016/j.scs.2017.06.024,,"This article examines the impact of improving energy efficiency of office buildings on their financial risk. While multiple studies report a sustainability premium little is known about the corresponding risk. This research reviews the financial benefits in the context of their impact on risk. After a theoretical analysis of the topic, it forms two hypotheses which are supported with empirical tests performed on a large panel dataset of US commercial office buildings. Changes in the magnitude of the green premium in rent and changes in rental volatility are used as indicators of financial risk associated with energy certification. The study concludes that acquiring an EnergyStar certificate is related to a structural change in statistical characteristics of rents which may be related to the level of energy efficiency. The average effect is positive but varies over time.",2017-10,18/03/2023 17:45,18/03/2023 17:45,,309-320,,,34,,,,,,,,,,,,,,WOS:000415896000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99M5ZT66,journalArticle,2017,"Specjal, A; Ciuman, H",SETTLEMENTS OF INDIVIDUAL HEATING COSTS IN MULTIFAMILY BUILDINGS - POLISH EXPERIENCE,ARCHITECTURE CIVIL ENGINEERING ENVIRONMENT,,1899-0142,10.21307/acee-2017-045,,"European Directive on energy efficiency requires the settlement of energy consumers according to the actual consumption. The use of properly operating and socially acceptable settlement systems of individual heating costs contributes to energy savings in the residential sector. The paper presents the national legal requirements in this field and the possibility of using different settlement systems of heating costs. The main causes of irregularities in settlements of individual heating costs using heat cost allocators in housing sector in Poland are listed and described. There are presented proposals of existing irregularities elimination, in order to obtain adequate quality of the heating cost division in building into individual apartments.",2017-09,18/03/2023 17:45,18/03/2023 17:45,,143-151,,3,10,,,,,,,,,,,,,,WOS:000412973000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FUXJ5SW,journalArticle,2017,"Marmolejo-Duarte, C; Bravi, M",Does the Energy Label (EL) Matter in the Residential Market? A Stated Preference Analysis in Barcelona,BUILDINGS,,2075-5309,10.3390/buildings7020053,,"Energy performance in buildings has become a milestone in EU environmental policy in the last 15 years. Nonetheless, in some countries such as Spain the full acceptance of the Energy Performance of Buildings Directive is still relatively rare and novel, with little evidence as to how relevant it is in the real estate market. There are different reasons for this phenomenon: on the one hand, the real estate crisis has paralyzed the completion of most of the works in new/refurbished efficient buildings (which renders it impossible to use revealed preference methods); on the other hand, information is not complete and the consumer's perception of the relevant cost/benefits could be incorrect. For this reason, assessing the trade- off between the energy label and other specific attributes of the housing market has become important. To that end, a choice experiment following an RPL (Random Parameter Logit) model was employed. This form is suitable to accommodate various empirical situations where the assumptions of the Conditional Logit model have to be relaxed. Results suggest that the Energy Label (EL) does matter in the real estate market in relation to other residential attributes. Marginal willingness to pay for an ""A"" label instead of an ""E"" is significantly higher than the stated savings in energy costs. The respondents' utility function seems to be also influenced by their educational level, as well as by their preference to own a house as opposed to renting it.",2017-06,18/03/2023 17:45,18/03/2023 17:45,,,,2,7,,,,,,,,,,,,,,WOS:000404438700027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBYLFL56,journalArticle,2017,"Kauskale, L; Geipele, I; Zeltins, N; Lecis, I",ENVIRONMENTAL AND ENERGY ASPECTS OF CONSTRUCTION INDUSTRY AND GREEN BUILDINGS,LATVIAN JOURNAL OF PHYSICS AND TECHNICAL SCIENCES,,0868-8257,10.1515/lpts-2017-0010,,"Green building is an important component of sustainable real estate market development, and one of the reasons is that the construction industry consumes a high amount of resources. Energy consumption of construction industry results in greenhouse gas emissions, so green buildings, energy systems, building technologies and other aspects play an important role in sustainable development of real estate market, construction and environmental development. The aim of the research is to analyse environmental aspects of sustainable real estate market development, focusing on importance of green buildings at the industry level and related energy aspects. Literature review, historical, statistical data analysis and logical access methods have been used in the research. The conducted research resulted in high environmental rationale and importance of environment-friendly buildings, and there are many green building benefits during the building life cycle. Future research direction is environmental information process and its models.",2017-04,18/03/2023 17:45,18/03/2023 17:45,,24-33,,2,54,,,,,,,,,,,,,,WOS:000405961100003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHUHB75E,journalArticle,2017,"Copiello, S",Building energy efficiency: A research branch made of paradoxes,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,,1364-0321,10.1016/j.rser.2016.09.094,,"The literature dealing with building energy efficiency has long since debated about the possible occurrence of the so-called Jevons' paradox. In a nutshell, benefiting from energy savings due to transition to high-performance buildings, may the same savings cause a kind of rebound effect, by acting as an incentive to increase consumptions? On closer inspection, this is not the only paradox affecting the research branch that focuses on the energy used by the buildings and the building industry. A second paradox is that investments in energy efficient solutions may contribute to energy price control, which in turn lends itself to make the same investments not profitable. A third paradox lies in the need to adopt energy-intensive materials in order to achieve substantial energy savings in operation; hence, sometimes, we just substitute a certain amount of operating energy with a more or less commensurate amount of embodied energy. Here we argue that the joint consideration of the paradoxes mentioned above should not be neglected since it brings with itself several implications needing to be disentangled, whether we aim to get further enhancements in this disciplinary field.",2017-03,18/03/2023 17:45,18/03/2023 17:45,,1064-1076,,,69,,,,,,,,,,,,,,WOS:000393016000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT383QU,journalArticle,2017,"Walls, M; Gerarden, T; Palmer, K; Bak, XF",Is energy efficiency capitalized into home prices? Evidence from three US cities,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,,0095-0696,10.1016/j.jeem.2016.11.006,,"We test for evidence that energy efficiency features are capitalized into home prices in three U.S. metropolitan areas. Using hedonic regressions and multiple matching procedures, we find that Energy Star certification is associated with higher sales prices in two of the markets: the Research Triangle region of North Carolina and Portland, Oregon. We find that local ""green"" certifications in Portland and in Austin, Texas, are also associated with higher prices and that the estimated price impacts are larger than those from Energy Star. Matching on observables proves to be important in some cases, reducing the estimated impacts compared with models without matching. We calculate the implied energy savings from the estimated premiums and find that, in the Research Triangle market, the Energy Star premiums approximately equal the savings that program is designed to achieve, but in Portland, the premiums are slightly greater than the program's savings due to low energy costs in the region. (C) 2016 Elsevier Inc. All rights reserved.",2017-03,18/03/2023 17:45,18/03/2023 17:45,,104-124,,,82,,,,,,,,,,,,,,WOS:000395613300005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQMNYP7E,journalArticle,2017,"Fuerst, F; Gabrieli, T; McAllister, P",A green winner's curse? Investor behavior in the market for eco-certified office buildings,ECONOMIC MODELLING,,0264-9993,10.1016/j.econmod.2016.11.007,,"This paper contributes to the growing literature on the economics of green buildings: by merging auction theory and hedonic regression analysis we investigate the relationship between market concentration and price premiums in the American market for eco-certified real estate assets. Auction theory is used to model price formation where eco-investors may differ in their valuation of assets. Controlling for a large number of features, the empirical results provide evidence of a significant and positive relationship between investors' eco-certified market share and prices of eco-certified space. Contributing to the recent debate over the nature of the green premium, we find that eco-investors are creating clientele effects and that they may be subject to a green winner's curse.",2017-02,18/03/2023 17:45,18/03/2023 17:45,,137-146,,,61,,,,,,,,,,,,,,WOS:000394399400012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ8U2L3S,journalArticle,2017,"Ali, HH; Alzu'bi, SN",Design optimization of sustainable affordable housing model in hot-arid climate-case of Jordan,INTERNATIONAL JOURNAL OF HOUSING MARKETS AND ANALYSIS,,1753-8270,10.1108/IJHMA-01-2017-0009,,"Purpose - The aim of this paper is to study and evaluate the situation of different affordable housing projects with an eye toward developing a new affordable and sustainable housing model in the hot-arid climate of Jordan. There is a clear interest in providing affordable housing, yet sustainable and environmental issues are highly marginalized. To bridge this gap, and to meet Jordanian housing needs while tackling environmental problems, this research has analyzed the environmental issues of selected housing projects in Jordan, aiming to determine the existing problems. In addition, it proposes a solution through a sustainable and affordable housing model that was analyzed and compared to the previously studied housing projects. Design/methodology/approach - A cross-sectional design strategy was adopted and a mixed design method was used. Information related to the physical and operation characteristics of buildings was collected through the review of ""as built"" drawings and other relevant documents. Further information was obtained from field surveys and personal interviews with architects and decision-makers in the housing sector. Energy consumption patterns of these housing projects were analyzed using the DesignBuilder simulation program. Water efficiency was assessed using the BRE Code Water Calculator. Based on the previous analysis, a new housing model was developed that was evaluated in terms of energy and water consumption. Findings - The analysis shows a significant difference among different housing projects in terms of energy cooling and heating loads in different climatic regions in Jordan. Energy analysis proved that the proposed model is energy efficient in different locations and it can save up to 50.4 per cent of annual energy usage in comparison with existing projects. In addition, it can save around 43 per cent of water consumption by using a number of modifications for saving water. Originality/value - Most of the housing initiatives focus on providing affordable housing, yet sustainable and environmental issues are highly marginalized. This research will bridge the gap by reducing the operation cost of affordable housing through adapting and implementing sustainable measures of design and construction.",2017,18/03/2023 17:45,18/03/2023 17:45,,607-627,,5,10,,,,,,,,,,,,,,WOS:000415894200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLJFLES9,conferencePaper,2017,"Bottero, M; Bravi, M; Mondini, G; Talarico, A",Buildings Energy Performance and Real Estate Market Value: An Application of the Spatial Auto Regressive (SAR) Model,,1865-3529,,10.1007/978-3-319-49676-4_16,,"This work explores the role of the buildings energy performance in defining the real estate market value, taking in consideration the presence of spatial autocorrelation. At this regard, it is necessary to put in evidence that a great heterogeneity exists on the Italian territory with reference to buildings energy performance; for this reason, being able to identify a class of most performing estimation models, suitable to separate the spatial effects from the influence of the building components -including the energy rating-on the value, seems to be an interesting goal. In particular, this work illustrates an experiment based on the Spatial Auto Regressive (SAR) model implemented on a sample of residential units located in the city of Turin and represents a first step of a more wide research program.",2017,18/03/2023 17:45,18/03/2023 17:45,,221-230,,,,,,,,,,,,,,,,,WOS:000413289600016,,,,,,,,,"Stanghellini, S; Morano, P; Bottero, M; Oppio, A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPRAISAL: FROM THEORY TO PRACTICE,,,,,,,,,,,,,,,
9CLW43BZ,journalArticle,2017,"Broniewicz, M",ENERGY EFFICIENCY OF STEEL BUILDINGS,EKONOMIA I SRODOWISKO-ECONOMICS AND ENVIRONMENT,,0867-8898,,,"The aim of this paper is to investigate the environmental credentials of steel buildings and to present the environmental impact categories and values in a steel housing activity through a case study of steel office building. In this framework, a life cycle assessment (LCA) methodology was applied, which provides an understanding of the overall environmental performance of a housing construction. The relative influence of the service lives of different building components compared to the energy use of the buildings with a different energy efficiency is presented. As the analysis showed, recycling of construction waste becomes a critical issue, which can ensure a number of environmental benefits. The aim of this research activity was also to point out the need for an integrated approach in the design process, combining environmental performance assessment with structural calculations. Environmental impact assessment of the construction activity was carried out, following the inventory listing, in order to reach to useful conclusions on the environmental study of the project. Although steel and concrete proved to be responsible for the negative environmental impacts the ability of reuse and recyclability of steel has decreased the negative impacts of steel construction on environmental burdens.",2017,18/03/2023 17:45,18/03/2023 17:45,,18-28,,63,4,,,,,,,,,,,,,,WOS:000428376700002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
